Sequence Name,Accession,InterPro ID,InterPro Name,Name
NZ_MSCN01000001,WP_105017312.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_NGNR01000001,WP_088339775.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_NKCO01000022,WP_202931595.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_OX336425,WP_263362181.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_PGFZ01000004,WP_249028021.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_PIZL01000021,WP_101113730.1,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'JMJC', 'Cupin_8']"
NZ_PTJE01000001,WP_104514022.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_PTJF01000002,WP_090625229.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_PVTF01000005,WP_170155908.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QJJZ01000004,WP_110355779.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QLLN01000001,WP_111621862.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QLLQ01000003,WP_066430939.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QLLQ01000005,WP_169817266.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QNRP01000001,WP_113965706.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_QNRT01000001,WP_211316875.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QODE01000008,WP_165651049.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QQBC01000012,WP_211335959.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QRAO01000001,WP_115122426.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_QUNS01000001,WP_115899869.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_RAQM01000007,WP_120186128.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_RBIQ01000007,WP_121063746.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_REFC01000011,WP_121905755.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_SMFQ01000005,WP_131907376.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_SNWW01000001,WP_133506399.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_SNXB01000010,WP_133526527.1,"[nan, nan, 'IPR003347', 'IPR003347', 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_SNYH01000002,WP_133535370.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_SNYH01000007,WP_133538106.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_SOBW01000007,WP_133756909.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_SWMU01000001,WP_138931016.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_SZVX01000004,WP_143838909.1,"[nan, nan, 'IPR041667', 'IPR050910']",Unintegrated-Unintegrated-Cupin_8-JMJD6_ArgDemeth/LysHydrox,"['Cupin', 'Clavaminate synthase-like', 'Cupin_8', 'ARGININE DEMETHYLASE AND LYSYL-HYDROXYLASE JMJD']"
NZ_VIGJ01000001,WP_142049156.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_VIGJ01000001,WP_142049185.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_VIUM01000001,WP_145756094.1,"[nan, nan, nan, 'IPR003347', 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'cupin_9', 'Cupin_8']"
NZ_VJYI01000003,WP_188189631.1,"[nan, nan, nan, nan, 'IPR003347', 'IPR012924', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-TfuA_core-Cupin_8,"['Cupin', 'disorder_prediction', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'TfuA', 'Cupin_8']"
NZ_VUOE01000001,WP_154917448.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
NZ_WJPK01000003,WP_153757044.1,"[nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'JMJC', 'Cupin_8']"
WP_017308068.1,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
WP_017308070.1,,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
WP_017308072.1,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
WP_017308073.1,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
WP_017308075.1,,"[nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'JMJC', 'Cupin_8']"
WP_017308076.1,,"[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['cupin_RmlC-like', 'Cupin', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Non cytoplasmic domain', 'Transmembrane region', 'JMJC', 'Cupin_8']"
WP_081594398.1,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR003347', 'IPR041667']",Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-JmjC_dom-Cupin_8,"['Cupin', 'disorder_prediction', 'HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED', 'Clavaminate synthase-like', 'unknown', 'Cytoplasmic domain', 'Non cytoplasmic domain', 'Non cytoplasmic domain', 'Transmembrane region', 'Transmembrane region', 'JMJC', 'Cupin_8']"
