Name,Sequence Name,Locustag,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
FAD/NAD(P)-binding domain,NZ_CADEVB010000008,HWW79_RS31190,WP_060084747.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVD010000007,HWW77_RS18820,WP_175853836.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVD010000007,HWW77_RS18820,WP_175853836.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVD010000007,HWW77_RS18830,WP_060084747.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVD010000007,HWW77_RS18830,WP_060084747.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVJ010000012,HWW90_RS35795,WP_175844268.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVJ010000012,HWW90_RS35795,WP_175844268.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVJ010000012,HWW90_RS35805,WP_175844272.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVJ010000012,HWW90_RS35805,WP_175844272.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVL010000007,HWW89_RS21680,WP_046546473.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVL010000007,HWW89_RS21680,WP_046546473.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVL010000007,HWW89_RS21690,WP_046546471.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVL010000007,HWW89_RS21690,WP_046546471.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVN010000005,HWW84_RS18145,WP_175812430.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVN010000005,HWW84_RS18145,WP_175812430.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVN010000005,HWW84_RS18155,WP_175812431.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVN010000005,HWW84_RS18155,WP_175812431.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEVR010000006,H9C81_RS21555,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEVR010000006,H9C81_RS21555,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWA010000007,H9C93_RS15275,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWA010000007,H9C93_RS15275,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWE010000003,H9D09_RS09875,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWE010000003,H9D09_RS09875,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWF010000008,H9D19_RS18485,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWF010000008,H9D19_RS18485,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWI010000001,H9D03_RS01660,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWI010000001,H9D03_RS01660,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWJ010000003,H9D28_RS07575,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWJ010000003,H9D28_RS07575,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWP010000005,H9D20_RS14225,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWP010000005,H9D20_RS14225,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWT010000002,H9D25_RS05425,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWT010000002,H9D25_RS05425,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWW010000001,H9D30_RS01690,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWW010000001,H9D30_RS01690,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWX010000003,H9D04_RS08970,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWX010000003,H9D04_RS08970,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWY010000001,H9D13_RS01435,WP_186063489.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWY010000001,H9D13_RS01435,WP_186063489.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEWZ010000001,H9D37_RS03265,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEWZ010000001,H9D37_RS03265,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXE010000001,H9D47_RS01665,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXE010000001,H9D47_RS01665,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXE010000002,H9D47_RS06335,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXE010000002,H9D47_RS06335,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXF010000005,H9D21_RS17480,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXF010000005,H9D21_RS17480,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXG010000002,H9D29_RS09645,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXG010000002,H9D29_RS09645,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXI010000006,H9E01_RS25220,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXI010000006,H9E01_RS25220,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXJ010000005,H9D54_RS15160,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXJ010000005,H9D54_RS15160,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXP010000003,H9D17_RS09355,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXP010000003,H9D17_RS09355,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEXQ010000003,H9D65_RS11325,WP_013689040.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEXQ010000003,H9D65_RS11325,WP_013689040.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEYE010000001,H9D22_RS01990,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEYE010000001,H9D22_RS01990,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADEYJ010000004,H9D48_RS10515,WP_029951068.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADEYJ010000004,H9D48_RS10515,WP_029951068.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFCZ010000002,HWW42_RS15130,WP_175764930.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFCZ010000002,HWW42_RS15130,WP_175764930.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFCZ010000002,HWW42_RS15130,WP_175764930.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDA010000001,HWW37_RS06960,WP_164677371.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDA010000001,HWW37_RS06960,WP_164677371.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDA010000001,HWW37_RS06960,WP_164677371.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDB010000009,HWX08_RS24130,WP_174922274.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDB010000009,HWX08_RS24130,WP_174922274.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDB010000009,HWX08_RS24130,WP_174922274.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDB010000013,HWX08_RS29040,WP_069258284.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDB010000013,HWX08_RS29040,WP_069258284.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDB010000013,HWX08_RS29055,WP_208454967.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDB010000013,HWX08_RS29055,WP_208454967.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDG010000001,HWW72_RS00305,WP_105780055.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDG010000001,HWW72_RS00305,WP_105780055.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDG010000001,HWW72_RS00305,WP_105780055.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDI010000012,HWW26_RS24080,WP_088923389.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDI010000012,HWW26_RS24080,WP_088923389.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDI010000012,HWW26_RS24080,WP_088923389.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDK010000003,HWX00_RS11790,WP_175868110.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDK010000003,HWX00_RS11790,WP_175868110.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDK010000003,HWX00_RS11790,WP_175868110.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDK010000014,HWX00_RS30615,WP_034190973.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDK010000014,HWX00_RS30615,WP_034190973.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDK010000014,HWX00_RS30625,WP_175027281.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDK010000014,HWX00_RS30625,WP_175027281.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDL010000013,HWX03_RS29350,WP_175873682.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDL010000013,HWX03_RS29350,WP_175873682.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDL010000013,HWX03_RS29360,WP_175873683.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDL010000013,HWX03_RS29360,WP_175873683.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDO010000001,HWX14_RS04740,WP_175881751.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDO010000001,HWX14_RS04740,WP_175881751.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDO010000001,HWX14_RS04740,WP_175881751.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDO010000004,HWX14_RS27180,WP_175885408.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDO010000004,HWX14_RS27180,WP_175885408.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDO010000004,HWX14_RS27190,WP_175885410.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDO010000004,HWX14_RS27190,WP_175885410.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDP010000013,HWW23_RS25775,WP_175684402.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDP010000013,HWW23_RS25775,WP_175684402.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDP010000013,HWW23_RS25775,WP_175684402.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFDQ010000010,HWX23_RS16365,WP_175895356.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFDQ010000010,HWX23_RS16365,WP_175895356.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFDQ010000010,HWX23_RS16365,WP_175895356.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEB010000003,HWX31_RS08700,WP_174959156.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEB010000003,HWX31_RS08700,WP_174959156.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEB010000003,HWX31_RS08710,WP_174959153.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEB010000003,HWX31_RS08710,WP_174959153.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEB010000003,HWX31_RS08850,WP_174959081.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEB010000003,HWX31_RS08850,WP_174959081.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEE010000010,HWX63_RS19455,WP_126283131.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEE010000010,HWX63_RS19455,WP_126283131.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEE010000010,HWX63_RS19465,WP_126283132.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEE010000010,HWX63_RS19465,WP_126283132.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEH010000042,HWX55_RS31085,WP_175978486.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEH010000042,HWX55_RS31085,WP_175978486.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEH010000042,HWX55_RS31095,WP_175978488.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEH010000042,HWX55_RS31095,WP_175978488.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFEN010000003,HWX62_RS08265,WP_175929437.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFEN010000003,HWX62_RS08265,WP_175929437.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFEN010000003,HWX62_RS08265,WP_175929437.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFGO010000002,HWY14_RS06935,WP_085223565.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFGO010000002,HWY14_RS06935,WP_085223565.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFGQ010000016,HW107_RS23080,WP_176158669.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
FAD/NAD(P)-binding domain,NZ_CADFGQ010000016,HW107_RS23080,WP_176158669.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
FAD/NAD(P)-binding domain,NZ_CADFGQ010000016,HW107_RS23080,WP_176158669.1,SUPERFAMILY,SSF51905,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,FAD/NAD(P)-binding domain
,NZ_CADFGR010000003,HWY07_RS10385,WP_105757934.1,GENE3D,G3DSA:3.50.50.60,IPR036188,FAD/NAD-bd_sf,HOMOLOGOUS_SUPERFAMILY,
